epoch;accuracy;loss;lr;val_accuracy;val_loss
0;0.8380225300788879;0.4585951566696167;0.001;0.8752737045288086;0.2902589440345764
1;0.8876416087150574;0.2578347623348236;0.001;0.9023975729942322;0.23396055400371552
2;0.902633011341095;0.2313595861196518;0.001;0.9099509716033936;0.21316426992416382
3;0.909066379070282;0.2178042083978653;0.001;0.9159936308860779;0.2011973261833191
4;0.9142623543739319;0.205386683344841;0.001;0.9157467484474182;0.1935124397277832
5;0.9198437333106995;0.19395941495895386;0.001;0.9205061793327332;0.19046014547348022
6;0.9249024987220764;0.18481877446174622;0.001;0.9239726066589355;0.1836952418088913
7;0.9282097220420837;0.17741745710372925;0.001;0.9316412806510925;0.16924552619457245
8;0.9308038353919983;0.1722422093153;0.001;0.9332916140556335;0.16413003206253052
9;0.9331612586975098;0.16686180233955383;0.001;0.9363113641738892;0.15927046537399292
10;0.934786856174469;0.16322889924049377;0.001;0.9317582249641418;0.16904547810554504
11;0.9365233182907104;0.1598251312971115;0.001;0.9273951649665833;0.18272869288921356
12;0.9383839964866638;0.15663084387779236;0.001;0.9405184984207153;0.1506601870059967
13;0.9394833445549011;0.15389779210090637;0.001;0.9365322589874268;0.15813681483268738
14;0.9409419894218445;0.1510806530714035;0.001;0.9396185874938965;0.1521310806274414
15;0.9421627521514893;0.14897216856479645;0.001;0.9402439594268799;0.14966019988059998
16;0.9434305429458618;0.146295428276062;0.001;0.9455898404121399;0.1398295760154724
17;0.9450119137763977;0.1430026888847351;0.001;0.946754515171051;0.1370079517364502
18;0.9466874599456787;0.1397421509027481;0.001;0.9466781616210938;0.13655124604701996
19;0.9478253126144409;0.13782136142253876;0.001;0.9499512910842896;0.1392989158630371
20;0.9491837024688721;0.13476264476776123;0.001;0.952465832233429;0.13032802939414978
21;0.9499975442886353;0.1330140084028244;0.001;0.9505084156990051;0.13217954337596893
22;0.9510034322738647;0.13090752065181732;0.001;0.9484633207321167;0.13727432489395142
23;0.9517173171043396;0.12926612794399261;0.001;0.9498099684715271;0.1373177170753479
24;0.9522322416305542;0.1281551569700241;0.001;0.9564082026481628;0.12036827206611633
25;0.9526854753494263;0.12738583981990814;0.001;0.9496085047721863;0.13503332436084747
26;0.9531350135803223;0.12656427919864655;0.001;0.9447759985923767;0.14835484325885773
27;0.9536243677139282;0.1252288669347763;0.001;0.9570481777191162;0.11636253446340561
28;0.9539045691490173;0.12459423393011093;0.001;0.9503021240234375;0.13263122737407684
29;0.9538485407829285;0.12464268505573273;0.001;0.9565039873123169;0.1184890866279602
30;0.9541466236114502;0.1238301545381546;0.001;0.9520483613014221;0.12979744374752045
31;0.9545133113861084;0.12309498339891434;0.001;0.9537474513053894;0.12460853904485703
32;0.9547017216682434;0.1228049024939537;0.001;0.956221342086792;0.11901026964187622
33;0.9599281549453735;0.110244981944561;0.00020000001;0.9603132009506226;0.1089482456445694
34;0.9604065418243408;0.1094195544719696;0.00020000001;0.9613121747970581;0.10755753517150879
35;0.9607476592063904;0.10875459760427475;0.00020000001;0.960189700126648;0.11046389490365982
