epoch;accuracy;loss;lr;val_accuracy;val_loss
0;0.99265796;0.052333578221918656;0.001;0.9964706301689148;0.0102384759447632
1;0.9970998;0.008618624220069265;0.001;0.9967513680458069;0.008951462619202731
2;0.99734545;0.007598124157248302;0.001;0.9970923066139221;0.007390085385378648
3;0.99759865;0.006907500640327962;0.001;0.9972928166389465;0.007052946951402408
4;0.9977014;0.006501674775936048;0.001;0.9975635409355164;0.006640463275925964
5;0.9977365;0.006386350814290995;0.001;0.9976236820220947;0.0063248769941877895
6;0.99780166;0.006140561511630913;0.001;0.997734010219574;0.006314646737566836
7;0.99783677;0.006187208159103056;0.001;0.9975735545158386;0.00626123018972077
8;0.99778664;0.0059894293566607375;0.001;0.9978342652320862;0.0065472628175820115
9;0.9978794;0.0059033497465197935;0.001;0.9977239966392517;0.006012417436770909
10;0.9979094;0.005805523973501275;0.001;0.9976738095283508;0.006230158636701022
11;0.9978969;0.005815645544453247;0.001;0.9977540373802185;0.005820723006254991
12;0.9978794;0.005748412947715285;0.001;0.9976537823677063;0.007627385969904946
13;0.9978443;0.0056937345951072185;0.001;0.9976838827133179;0.0059884861105524555
14;0.9979696;0.005613163084877242;0.001;0.9973329305648804;0.006744171060920927
15;0.99791694;0.00559268061623055;0.001;0.9977841377258301;0.005767443723875388
16;0.99798465;0.0055421708881136025;0.001;0.9979044198989868;0.00565978218612926
17;0.99795455;0.005504327393760711;0.001;0.9979546070098877;0.005573540104513604
18;0.9979044;0.005489643056708842;0.001;0.9974833130836487;0.006198484698006917
19;0.99797714;0.005415357480477206;0.001;0.9978041648864746;0.005570839975376042
20;0.9980674;0.005326852486394941;0.001;0.9978542923927307;0.005445404344972726
21;0.99798214;0.005316102417367126;0.001;0.99787437915802;0.005677491417083234
22;0.99805737;0.00534551922814555;0.001;0.997734010219574;0.006069383360173764
23;0.99801725;0.005257734756761759;0.001;0.9979245066642761;0.005677692548526348
24;0.99802476;0.0052085490830740605;0.001;0.9977841377258301;0.005551549019087028
25;0.99797213;0.005261410229649521;0.001;0.9978643655776978;0.005552192268363753
26;0.998105;0.00491418991820834;0.00020000001;0.9979044198989868;0.005193109218936578
27;0.9980924;0.0048648613690855155;0.00020000001;0.9980147480964661;0.005182478487949728
28;0.99814504;0.004858054782340364;0.00020000001;0.9979946613311768;0.005203698780768629
29;0.99813753;0.004828133217036976;0.00020000001;0.9979746341705322;0.005222966982354374
30;0.99814254;0.004830648057763429;0.00020000001;0.9979846477508545;0.005127876126484982
31;0.9980999;0.004800566692130086;0.00020000001;0.99796462059021;0.005164968058232155
32;0.9981576;0.004761234593247384;4.0000003e-05;0.9980147480964661;0.005123692655328635
